entry,subject
"The Enlightenment cyborg a history of communications and control in the human machine, 1660-1830",Histoire
"Abbildung und Beschreibung einer wohlfeilen, einfachen, nutzbaren und bewährten Dresch-Maschine",Threshing machines
"Abbildung und Beschreibung einer wohlfeilen, einfachen, nutzbaren und bewährten Dresch-Maschine",Agricultural machinery industry
Voting technology and experience in America,Voting-machines
Voting technology and experience in America,History
Voting technology and experience in America,Technological innovations
"Computer processing of oriental languages beyond the Orient : the research challenges ahead : 21st international conference, ICCPOL 2006, Singapore, December 17-19, 2006 : proceedings",Information storage and retrieval systems
"Computer processing of oriental languages beyond the Orient : the research challenges ahead : 21st international conference, ICCPOL 2006, Singapore, December 17-19, 2006 : proceedings",Machine translating
"Computer processing of oriental languages beyond the Orient : the research challenges ahead : 21st international conference, ICCPOL 2006, Singapore, December 17-19, 2006 : proceedings",Data processing
"Computer processing of oriental languages beyond the Orient : the research challenges ahead : 21st international conference, ICCPOL 2006, Singapore, December 17-19, 2006 : proceedings",Oriental languages
"Hearing on verification, security, and paper records for our nation's electronic voting systems hearing before the Committee on House Administration, House of Representatives, One Hundred Ninth Congress, second session, hearing held in Washington, DC, September 28, 2006",Voting-machines
"Hearing on verification, security, and paper records for our nation's electronic voting systems hearing before the Committee on House Administration, House of Representatives, One Hundred Ninth Congress, second session, hearing held in Washington, DC, September 28, 2006",Management
"Hearing on verification, security, and paper records for our nation's electronic voting systems hearing before the Committee on House Administration, House of Representatives, One Hundred Ninth Congress, second session, hearing held in Washington, DC, September 28, 2006",Electronic voting
"Hearing on verification, security, and paper records for our nation's electronic voting systems hearing before the Committee on House Administration, House of Representatives, One Hundred Ninth Congress, second session, hearing held in Washington, DC, September 28, 2006",Elections
"Machine learning for multimodal interaction third international workshop, MLMI 2006 Bethesda, MD, USA, May 1-4, 2006 : revised selected papers",Machine learning
"Machine learning for multimodal interaction third international workshop, MLMI 2006 Bethesda, MD, USA, May 1-4, 2006 : revised selected papers",Human-computer interaction
User's guide to ENDEX/OASIS Environmental Data Index and the Oceanic and Atmospheric Scientific Information System,Machine-readable bibliographic data
User's guide to ENDEX/OASIS Environmental Data Index and the Oceanic and Atmospheric Scientific Information System,Bibliographical services
User's guide to ENDEX/OASIS Environmental Data Index and the Oceanic and Atmospheric Scientific Information System,Information services
User's guide to ENDEX/OASIS Environmental Data Index and the Oceanic and Atmospheric Scientific Information System,Oceanography
User's guide to ENDEX/OASIS Environmental Data Index and the Oceanic and Atmospheric Scientific Information System,Meteorology
Machine-gunners a history of 6 Australian machine-gun battalion 1942-1944,Regimental histories
Machine-gunners a history of 6 Australian machine-gun battalion 1942-1944,History
Machine-gunners a history of 6 Australian machine-gun battalion 1942-1944,"World War, 1939-1945"
"Chinese spoken language processing 5th international symposium, ISCSLP 2006, Singapore, December 13-16, 2006 proceedings",Spoken Chinese
"Chinese spoken language processing 5th international symposium, ISCSLP 2006, Singapore, December 13-16, 2006 proceedings",Chinese language
"Chinese spoken language processing 5th international symposium, ISCSLP 2006, Singapore, December 13-16, 2006 proceedings",Technical Chinese
"Chinese spoken language processing 5th international symposium, ISCSLP 2006, Singapore, December 13-16, 2006 proceedings",Machine translating
Bread machine magic 139 exciting new recipes created especially for use in all types of bread machines,Automatic bread machines
Bread machine magic 139 exciting new recipes created especially for use in all types of bread machines,Bread
"The bread machine book over 100 recipes for easy-to-make, spectacular breads",Automatic bread machines
"The bread machine book over 100 recipes for easy-to-make, spectacular breads",Bread
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",UNIMARC
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Machine-readable bibliographic data
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Exchange of bibliographic information
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Données bibliographiques lisibles par machine
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Échange d'informations bibliographiques
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Normes
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Catalogage
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Cataloging
"UNIMARC & friends charting the new landscape of library standards : proceedings of the international conference held in Lisbon, 20-21 March 2006",Standards
Sixteen ounces of steel,Numbering-machines
"Learning classifier systems international workshops, IWLCS 2003-2005 : revised selected papers",Machine learning
On the wing,"Leroy, Peter (Fictitious character)"
On the wing,Children as air pilots
On the wing,Automobile travel
On the wing,Flying-machines
On the wing,Eccentrics and eccentricities
On the wing,Air travel
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Computer algorithms
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Adaptive computing systems
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Machine learning
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Neural networks (Computer science)
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Neural computers
"Adaptive and natural computing algorithms 8th international conference, ICANNGA 2007, Warsaw, Poland, April 11-14, 2007 : proceedings",Bioinformatics
"Foreign trade in farm machinery and supplies United States foreign trade in agricultural equipment, fertilizers, pesticides and related materials",Machines agricoles
"Foreign trade in farm machinery and supplies United States foreign trade in agricultural equipment, fertilizers, pesticides and related materials",Industrie et commerce
"Foreign trade in farm machinery and supplies United States foreign trade in agricultural equipment, fertilizers, pesticides and related materials",Statistiques
"Foreign trade in farm machinery and supplies United States foreign trade in agricultural equipment, fertilizers, pesticides and related materials",Industry and trade
